,SteamId,ProfileURL,ReviewText,Review,ReviewLength,PlayHours,DatePosted
188,76561198194639798,https://steamcommunity.com/profiles/76561198194639798/,Pog,Recommended,3.0,72.9 hrs on record,Posted: 17 March
189,HelghastAutarch,https://steamcommunity.com/id/HelghastAutarch/,Controlled portions of the Arabian Peninsula as a Boer Republic. 13/10,Recommended,60.0,148.9 hrs on record,Posted: 7 March
190,76561198861594435,https://steamcommunity.com/profiles/76561198861594435/,good but complicated,Recommended,18.0,145.6 hrs on record,Posted: 20 June
191,76561198170315125,https://steamcommunity.com/profiles/76561198170315125/,Three,Recommended,5.0,213.9 hrs on record,Posted: 21 May
192,76561199134341749,https://steamcommunity.com/profiles/76561199134341749/,Product received for free pork chop is oily,Recommended,36.0,120.0 hrs on record,Posted: 29 June
193,needhusband,https://steamcommunity.com/id/needhusband/,The only good grand strategy game ever developed by paradox.,Recommended,51.0,54.7 hrs on record,Posted: 6 June
194,BonziBukk,https://steamcommunity.com/id/BonziBukk/,Better then EUIV.,Recommended,15.0,480.0 hrs on record,Posted: 13 May
195,76561198176908522,https://steamcommunity.com/profiles/76561198176908522/,This game Shlaps,Recommended,14.0,625.6 hrs on record,Posted: 3 May
196,76561198267748231,https://steamcommunity.com/profiles/76561198267748231/,This game made me hate liberals.,Recommended,27.0,245.4 hrs on record,Posted: 9 April
197,76561198052091956,https://steamcommunity.com/profiles/76561198052091956/,hard to learn but sooo rewarding,Recommended,27.0,129.1 hrs on record,Posted: 22 February
198,dubuismylayp,https://steamcommunity.com/id/dubuismylayp/,nice,Recommended,4.0,115.6 hrs on record,Posted: 21 February
199,Brunwick,https://steamcommunity.com/id/Brunwick/,"After they reveal Victoria III comes! This legend game worth to remember but it was time to play the new one! hopefully they keep intact to original gameplay with a lots of improvements and new additions to contunie with amazing outcome! im seriously will say this is one of the best strategy games you can play. Worth to buy and play even now, even more fun with friends also lots of mods around if you find them.",Recommended,338.0,75.7 hrs on record,Posted: 17 June
200,76561198882637325,https://steamcommunity.com/profiles/76561198882637325/,texas,Recommended,5.0,20.7 hrs on record,Posted: 22 May
201,Russiangood1989,https://steamcommunity.com/id/Russiangood1989/,I bought this game and almost immediately after Victoria 3 was announced. You're welcome everybody.,Recommended,85.0,30.3 hrs on record,Posted: 23 May
202,76561199049230359,https://steamcommunity.com/profiles/76561199049230359/,"I've been playing for 20 hours for the past 5 days, and it's so much fun in single player for now. I've only got to form ngf. I've been so close to forming the German empire but I keep failing due to my own mismanagement,  and the fact that I get lazy, and that leads me to have to start another run. When I form the German empire, I am gonna go look to play multiplayer which should be extremely fun!",Recommended,320.0,102.1 hrs on record,Posted: 20 May
203,76561198295838868,https://steamcommunity.com/profiles/76561198295838868/,Romania world superpower in 1836,Recommended,28.0,44.4 hrs on record,Posted: 11 March
204,76561198842811183,https://steamcommunity.com/profiles/76561198842811183/,i got racist towards colors on a map,Recommended,29.0,349.3 hrs on record,Posted: 27 June
205,Okrow,https://steamcommunity.com/id/Okrow/,Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3Vic3 PLEASE!,Recommended,91.0,22.1 hrs on record,Posted: 3 May
206,pizzapartisan,https://steamcommunity.com/id/pizzapartisan/,"Paradox Interactive's golden child. Global economics, supply and demand, immigration, migration, assimilation, population statistics with ethnic and religious groups.",Recommended,148.0,436.5 hrs on record,Posted: 23 March
207,76561198369582862,https://steamcommunity.com/profiles/76561198369582862/,I forgor 💀,Recommended,8.0,63.8 hrs on record,Posted: 31 July
208,76561198142853139,https://steamcommunity.com/profiles/76561198142853139/,I barely understand what's going on but I see green numbers go brrrr,Recommended,56.0,110.7 hrs on record,Posted: 7 June
209,76561198817519416,https://steamcommunity.com/profiles/76561198817519416/,"My first PDX game, absolutely loved it",Recommended,32.0,47.8 hrs on record,Posted: 23 May
210,76561198273218195,https://steamcommunity.com/profiles/76561198273218195/,vic5 when,Recommended,8.0,32.0 hrs on record,Posted: 5 August
211,ewilsandman,https://steamcommunity.com/id/ewilsandman/,Economy go brr,Recommended,12.0,34.8 hrs on record,Posted: 20 June
212,nigerianpolicesquad,https://steamcommunity.com/id/nigerianpolicesquad/,I still don't know how to play,Recommended,24.0,54.2 hrs on record,Posted: 21 June
213,76561198312190001,https://steamcommunity.com/profiles/76561198312190001/,This game is for you if you enjoy having a great war over worthless sand. Basically American Foreign Policy Simulator,Recommended,98.0,49.2 hrs on record,Posted: 21 May
214,76561199010605934,https://steamcommunity.com/profiles/76561199010605934/,isa nice,Recommended,7.0,37.9 hrs on record,Posted: 23 June
215,76561198093433365,https://steamcommunity.com/profiles/76561198093433365/,?,Recommended,1.0,290.7 hrs on record,Posted: 4 April
216,76561198275768138,https://steamcommunity.com/profiles/76561198275768138/,"Victoria 2 is a ""good enough"" game. It has many flaws; it frequently crashes and the AI has no idea what it is doing half the time, leaving most games to becoming ahistorical, which isn't a bad thing necessarily. It is a fun strategy games with many nations that are different, for example as Germany/Prussia you would play politics with your neighbors and wage wars, as Japan you would seek to become a superpower and avoid the tides of war as best as you can. Lastly you can play as some South American or Middle Eastern country and bide your time, slowly becoming a superpower. There is a lot to manage at once; Economy, home politics, and military/navy so there is a lot to learn as with any Paradox Game. All in all, its a fun game, 7/10",Recommended,605.0,164.4 hrs on record,Posted: 22 May
217,76561198307554172,https://steamcommunity.com/profiles/76561198307554172/,"Very complicated, but easy to get the hang of. I was suprised at how intuitive the game design is, especially after playing games like ck2 and hoi4.",Recommended,122.0,57.9 hrs on record,Posted: 24 May
218,76561199011837544,https://steamcommunity.com/profiles/76561199011837544/,This game is,Recommended,10.0,14.9 hrs on record,Posted: 29 June
219,76561198053055996,https://steamcommunity.com/profiles/76561198053055996/,"This game is extremely fun despite being pretty old. It's one of the few games that actually cover the Nineteenth Century, which is a shame, because it's actually a immensely interesting period. Its strongest feature is the economics system, which is surprisingly in-depth and dynamic (note that the Pop Demand Mod, which greatly improves the economy, among other things). The simulation of political and social reform and development is also very interesting feature, the tech and invention system is pretty Civ-like, while the diplomacy model is alright. The military aspect could use some attention in victoria 3, as it's somewhat generic and bland. Overall, this is a great game with a community that still remains active and a lot of mods available at the Paradox forums. I've put more than 100 hours into the game, and I can't wait for victoria 3!",Recommended,712.0,139.7 hrs on record,Posted: 21 May
220,EmpireOfGapan,https://steamcommunity.com/id/EmpireOfGapan/,"The shoebill (Balaeniceps rex) also known as whalehead, whale-headed stork, or shoe-billed stork, is a very large stork-like bird. It derives its name from its enormous shoe-shaped bill. It has a somewhat stork-like overall form and has previously been classified with the storks in the order Ciconiiformes based on this morphology. However, genetic evidence places it with the Pelecaniformes. The adult is mainly grey while the juveniles are browner. It lives in tropical east Africa in large swamps from South Sudan to Zambia.[2]",Recommended,449.0,183.3 hrs on record,Posted: 23 July
221,76561198287084760,https://steamcommunity.com/profiles/76561198287084760/,this is super good game please buy DLC and game and play with me with mods,Recommended,59.0,"1,320.2 hrs on record",Posted: 10 April
222,76561198099745107,https://steamcommunity.com/profiles/76561198099745107/,"One of the most solid and enjoyable paradox titles you can get your hands on, and at a reasonable price to boot! The unique pop mechanics and how production works provides a dynamic and interesting experience. While this game certainly does have its shortcomings, particularly with multiplayer stability, it is nevertheless a very good game at its base, and is absolutely worth picking up.",Recommended,326.0,305.2 hrs on record,Posted: 22 June
223,76561198030869850,https://steamcommunity.com/profiles/76561198030869850/,"Good game, destroy slavery, it is simply inferior to poor people.",Recommended,55.0,300.2 hrs on record,Posted: 2 April
224,22222233322223,https://steamcommunity.com/id/22222233322223/,After this game I don't know why humans were created,Recommended,43.0,206.4 hrs on record,Posted: 22 March
225,Geani_Talent,https://steamcommunity.com/id/Geani_Talent/,11/10 I was annexed by the AI,Recommended,23.0,5.6 hrs on record,Posted: 22 March
226,TheLeaderofNoone,https://steamcommunity.com/id/TheLeaderofNoone/,l i k e d     i t,Recommended,7.0,85.8 hrs on record,Posted: 6 April
227,76561199098366494,https://steamcommunity.com/profiles/76561199098366494/,you know whats scary ECONOMICS IN THE 19TH CENTURY,Recommended,42.0,65.8 hrs on record,Posted: 5 April
228,h_raze,https://steamcommunity.com/id/h_raze/,supported a kurdish revolt in the ottoman empire which caused world war 1 10/10,Recommended,66.0,149.8 hrs on record,Posted: 20 July
229,ShiftySheriff,https://steamcommunity.com/id/ShiftySheriff/,"Accidentally started a Great War, because the French blew up my battle cruiser. 10/10 would do it again.",Recommended,87.0,40.1 hrs on record,Posted: 29 March
230,76561198287926667,https://steamcommunity.com/profiles/76561198287926667/,Never in my life has a game been so GOOD! THE WORLD NEEDS VICTORIA 3!!!,Recommended,57.0,524.7 hrs on record,Posted: 29 March
231,northgod,https://steamcommunity.com/id/northgod/,"I still have to spend time on this game, but this positive review is my thanks for Vicky 3.",Recommended,73.0,2.5 hrs on record,Posted: 22 May
232,roachtrolling,https://steamcommunity.com/id/roachtrolling/,">be a turk like me >""wow they have ottoman empire,sounds like a good game!"" >buy the game and download >choose ottoman empire > A D A N A I S M I N E >F U C K O F F  E G Y P T >""lets invade greece"" >""King..The Russian Empire Declared A War Against Us!"" >""lol i'll take care of them in any second"" >loses Erzurum,Kars and Van >OK PEACE HAVE THAT ♥♥♥♥ >get half of egypt >""King...The Br*tish Declared A War Against Us!"" >""King...The Fr*nce Declared A War Against Us!"" >""King..The Russian Empire Declared A War Against Us!"" >slowly watch your empire losing  its terrority, >you only left with ankara,your economy is ♥♥♥♥ and they took istanbul >pain.mp4 so yeah this game sucks but its really good",Recommended,563.0,27.4 hrs on record,Posted: 23 June
233,76561198324367214,https://steamcommunity.com/profiles/76561198324367214/,7Th LiBeRaTiOn Of AlSaCe LoRrAiNe,Recommended,29.0,132.4 hrs on record,Posted: 16 April
234,5513070101,https://steamcommunity.com/id/5513070101/,"Victoria looks without a doubt pretty deterrent and complicated on the first look. And indeed in the first round, you will hardly understand anything. However, you will quickly understand the game if you play it for a bit. Although it is very old, this game has very nice features I which would be in modern RTS games. It is indeed very similar to Europa Universalis but has in my opinion way more depth. I would give this game, if taken into consideration how old this is, an 8/10.",Recommended,395.0,102.4 hrs on record,Posted: 8 April
235,76561198004951232,https://steamcommunity.com/profiles/76561198004951232/,"It was a bit puzzling to get it to actually work due to instability, but it appears that a mysterious 'Old Victoria' DLC was the culprit. Hasn't crashed on me once since disabling whatever it was. Currently pursuing a Paraguayan army around in circles to the tune of Yakity Sax.",Recommended,229.0,37.7 hrs on record,Posted: 17 May
236,76561198999781352,https://steamcommunity.com/profiles/76561198999781352/,epic gamer gaming gang,Recommended,19.0,43.4 hrs on record,Posted: 25 April
237,isniggereverytimeiseeaniggardly,https://steamcommunity.com/id/isniggereverytimeiseeaniggardly/,Good. Play it while waiting for Vic 3,Recommended,30.0,478.4 hrs on record,Posted: 23 May
238,76561198041565893,https://steamcommunity.com/profiles/76561198041565893/,Sequel please,Recommended,12.0,927.6 hrs on record,Posted: 15 March
239,76561199034613812,https://steamcommunity.com/profiles/76561199034613812/,"very fun, just watch tutorials first, otherwise you will be overwhelmed with guis and notifications.",Recommended,86.0,95.2 hrs on record,Posted: 15 March
240,Henarthur_I,https://steamcommunity.com/id/Henarthur_I/,"Great game, with an amazing balance between war and managing. I feel that in other Paradox games, your people just don't matter or don't exist. In this, you have to worry about your citizen's cultures, income, lives, opinions and etc. All this managing used to be a hassle, but it grew on me and is why Victoria is now my favorite Paradox game.",Recommended,282.0,85.2 hrs on record,Posted: 14 March
241,76561198968445929,https://steamcommunity.com/profiles/76561198968445929/,This game has enlightened me into a new age of pain. 10/10,Recommended,47.0,16.8 hrs on record,Posted: 29 May
242,76561198825152623,https://steamcommunity.com/profiles/76561198825152623/,"It's a great game and the BEST Paradox game. Highly recommend Hearts of Darkness and a House Divided. Use the mods to get absolute peak performance. Mods are extremely easy to use, yet most require both DLC. Mods add a butt-ton of content; new pop types, new events, and great scripture. Vanilla Version: 7.8/10 All DLC, no mods: 8.3/10 DLC + HFM: 9.8/10",Recommended,292.0,54.0 hrs on record,Posted: 24 April
243,Zylon_theZylor,https://steamcommunity.com/id/Zylon_theZylor/,Victoria 3 confirmed!,Recommended,19.0,92.0 hrs on record,Posted: 31 March
244,76561198306047129,https://steamcommunity.com/profiles/76561198306047129/,"Completely Broken, aged poorly, loads of fun.",Recommended,39.0,216.4 hrs on record,Posted: 2 July
245,DrEggnog,https://steamcommunity.com/id/DrEggnog/,Every time I play I somehow end up breaking North America. I mostly play Sweden.,Recommended,66.0,193.0 hrs on record,Posted: 30 May
246,2655550100,https://steamcommunity.com/id/2655550100/,I feel that this game would be a lot funnier if I actually understood what I am doing,Recommended,68.0,20.6 hrs on record,Posted: 29 May
247,76561198121609680,https://steamcommunity.com/profiles/76561198121609680/,For people who enjoy looking at maps for 2 hours straight just to see Italian China on it.,Recommended,73.0,617.7 hrs on record,Posted: 29 May
248,76561198081140384,https://steamcommunity.com/profiles/76561198081140384/,"Memes are reality now, gentlemen.",Recommended,29.0,100.2 hrs on record,Posted: 21 May
249,jacob_satorious,https://steamcommunity.com/id/jacob_satorious/,"Some people have been waiting for Victoria 3 for 10 years. I've been waiting for it for less than a year, and I cried when Victoria 3 was announced. I can't imagine how those people are feeling, but I know that they deserve it; something so beautiful happening is truly a light in the darkness that has been the past year. Victoria 2 is, in my opinion, still probably the best Paradox game to date, and I can't help but have hope that Victoria 3 will be a good heir to the Vicky name.",Recommended,391.0,287.2 hrs on record,Posted: 21 May
250,brakeingbad,https://steamcommunity.com/id/brakeingbad/,This game will make you hate liberals with a burning passion,Recommended,50.0,586.4 hrs on record,Posted: 6 May
251,The_Mopy,https://steamcommunity.com/id/The_Mopy/,"There are many games which are called 'modern classics' Victoria 2 should be one of them, this game is over 10 years old with almost a cult community surrounding it, it is one of my favourite paradox games and I would recommend it HOWEVER there are numerous bugs and glitches which you will have to be prepared for if you buy this game. Here are some of the bugs which you may face: - There is no UI scaling so you can forget high DPI monitors (4K, 1440P), unless you like squinting - If you have two monitors you may have to turn one off otherwise a black bar will appear on the side of your screen, this might be another 4k issue. - Random crashes can happen so you may want to save frequently I may also need to mention that this game really needs the DLCs, there is allot of content lost without the DLCs which you can of course expect from Paradox. Please do also note this isn't EU4, the DLC situation isn't as bad. If your fine with playing a game were you have to read a tutorial on how to open it and what not to do I would suggest giving it a go. ALSO DON'T ALT-TAB ON LAUNCH (It causes Vic2 to not open and you have to restart, as with most old games)",Recommended,933.0,14.8 hrs on record,Posted: 17 April
252,76561198186249549,https://steamcommunity.com/profiles/76561198186249549/,got 400000 rebels as Russia in 1870. great game,Recommended,39.0,293.5 hrs on record,Posted: 26 March
253,76561198076931038,https://steamcommunity.com/profiles/76561198076931038/,"Product refunded I tried the game, it is a good game but ui is unbearable/old fashioned. Need Vic3.",Recommended,82.0,0.3 hrs on record,Posted: 25 March
254,JamesO1,https://steamcommunity.com/id/JamesO1/,Product received for free love it,Recommended,28.0,74.7 hrs on record,Posted: 18 May
255,76561198859052314,https://steamcommunity.com/profiles/76561198859052314/,is nice,Recommended,6.0,19.2 hrs on record,Posted: 21 July
256,76561198207652257,https://steamcommunity.com/profiles/76561198207652257/,"Caused many arguments in my home, 10/10 excellent game.",Recommended,47.0,"1,121.6 hrs on record",Posted: 19 July
257,76561198399659495,https://steamcommunity.com/profiles/76561198399659495/,Yellow Prussia,Recommended,13.0,20.5 hrs on record,Posted: 20 July
258,76561198253345733,https://steamcommunity.com/profiles/76561198253345733/,oh god no cap real best game ever,Recommended,26.0,333.8 hrs on record,Posted: 13 July
259,76561198165206625,https://steamcommunity.com/profiles/76561198165206625/,good,Recommended,4.0,35.1 hrs on record,Posted: 13 July
260,v24091977,https://steamcommunity.com/id/v24091977/,great game but it took me a month to find out how to skip the beginning cutscene,Recommended,64.0,8.2 hrs on record,Posted: 13 July
261,anxiouslad,https://steamcommunity.com/id/anxiouslad/,"While I enjoy this game, I would encourage buyers to wait for Victoria 3.",Recommended,60.0,11.8 hrs on record,Posted: 12 July
262,76561198393105775,https://steamcommunity.com/profiles/76561198393105775/,"Excellent Economic simulator. Just like real life, it's completely incomprehensible how it works but it does.",Recommended,94.0,864.9 hrs on record,Posted: 20 May
263,zhztr,https://steamcommunity.com/id/zhztr/,It's the 6th time this year you Jacobins rebel!,Recommended,39.0,70.6 hrs on record,Posted: 14 June
264,76561198225114748,https://steamcommunity.com/profiles/76561198225114748/,This game is very cool. Would recommend! Very fun! Would recommend!,Recommended,57.0,131.3 hrs on record,Posted: 14 June
265,A_Katyusha,https://steamcommunity.com/id/A_Katyusha/,uhhh,Recommended,4.0,18.6 hrs on record,Posted: 14 June
266,EliteNinjaX,https://steamcommunity.com/id/EliteNinjaX/,9/11 would scramble for africa again,Recommended,31.0,550.5 hrs on record,Posted: 14 June
267,76561198993624962,https://steamcommunity.com/profiles/76561198993624962/,Doesn't work I've tried but it won't open,Not Recommended,34.0,3.8 hrs on record,Posted: 23 June
268,76561198404767733,https://steamcommunity.com/profiles/76561198404767733/,help,Recommended,4.0,"1,104.3 hrs on record",Posted: 28 July
269,FerbSpess13,https://steamcommunity.com/id/FerbSpess13/,"Great game, do not play it. 120 hours into playing and not figuring out how the economy works, I decided to take a break and study a little bit, get more prepared; I studied latinamerican economics for 18 months and got an honorary diploma, then came back and applied my new knowledge to Victoria 2, I miserably failed, turns out that theorical economics is not at all how Vic 2 economics work, and that's also now how real world economics work, it's like 3 degrees of bizarro logic, and now Victoria 3 is coming out, also I still don't know how to play 400 hours in.",Recommended,462.0,347.2 hrs on record,Posted: 25 July
270,Baranovicht,https://steamcommunity.com/id/Baranovicht/,Better than vic 3.,Recommended,15.0,226.1 hrs on record,Posted: 21 May
271,Xaveth_001,https://steamcommunity.com/id/Xaveth_001/,"Only played vanilla because mods not on steam is too difficult of a hurdle for this primarily console gamer. Love everything about this game except a few details. One, playing as a minor just trying to grow a garden (to borrow language from the devs) sounds like fun until you get sphered which immediately tanks your economy unless you got lucky and have factories your overlord does not. Two, after getting sphered you can't break free until you are a secondary power. This is a problem because if you are extremely low in rank (as I was with oranje) it becomes basically impossible not to get annexed or be bored. This leaves only about 20, 25 max, countries to play as when there are a few hundred in the game, because you are destined to be annexed no matter what.",Recommended,630.0,302.7 hrs on record,Posted: 20 June
272,76561198975471503,https://steamcommunity.com/profiles/76561198975471503/,repay debts casus beli,Recommended,19.0,283.0 hrs on record,Posted: 20 June
273,76561198146961764,https://steamcommunity.com/profiles/76561198146961764/,All I can say is this is easily one of the best games to ever be released by Paradox!!!!!,Recommended,71.0,337.3 hrs on record,Posted: 19 June
274,Vhsfb,https://steamcommunity.com/id/Vhsfb/,there's no ford crown victoria,Not Recommended,26.0,0.4 hrs on record,Posted: 18 June
275,76561199069533377,https://steamcommunity.com/profiles/76561199069533377/,it's pretty nice. would recommend,Recommended,29.0,193.6 hrs on record,Posted: 28 May
276,76561198857815184,https://steamcommunity.com/profiles/76561198857815184/,pretty good you know,Recommended,17.0,119.2 hrs on record,Posted: 28 May
277,76561199091204268,https://steamcommunity.com/profiles/76561199091204268/,excited for vicky 3,Recommended,16.0,17.5 hrs on record,Posted: 28 May
278,76561198804394879,https://steamcommunity.com/profiles/76561198804394879/,Great,Recommended,5.0,3.6 hrs on record,Posted: 28 May
279,Wastfulajr,https://steamcommunity.com/id/Wastfulajr/,"Grow your economy, tend the garden, and get gas attack",Recommended,45.0,71.0 hrs on record,Posted: 28 May
280,76561198025416170,https://steamcommunity.com/profiles/76561198025416170/,A dated PDX title that can be hard to get into. But also just so much fun!,Recommended,58.0,178.7 hrs on record,Posted: 28 May
281,76561199087838911,https://steamcommunity.com/profiles/76561199087838911/,"confusing, but people seem to like it",Recommended,31.0,3.8 hrs on record,Posted: 28 May
282,197911197911,https://steamcommunity.com/id/197911197911/,Great Game,Recommended,9.0,716.0 hrs on record,Posted: 21 May
283,76561198200244735,https://steamcommunity.com/profiles/76561198200244735/,VICTORIA 3 IS COMING!!!,Recommended,20.0,169.8 hrs on record,Posted: 21 May
284,xingxing1,https://steamcommunity.com/id/xingxing1/,"Knock knock Who's there? East India East India who? East India Trading Company, open up, FREE TRADE!!!!!! Cant wait for Vic 3",Recommended,104.0,2.8 hrs on record,Posted: 21 May
285,76561198021738848,https://steamcommunity.com/profiles/76561198021738848/,10/10,Recommended,5.0,187.1 hrs on record,Posted: 21 May
286,76561198867469509,https://steamcommunity.com/profiles/76561198867469509/,This classic is still one of the best and funnest games to play.,Recommended,52.0,123.4 hrs on record,Posted: 24 April
287,76561198056926172,https://steamcommunity.com/profiles/76561198056926172/,"great game, live out your fantasies to imperialize africa and asia as a rich colonizer, bring civilization to the uncivilized swathes of asia, india, africa, live out the victorian experience.",Recommended,163.0,412.8 hrs on record,Posted: 7 July
288,76561199041798930,https://steamcommunity.com/profiles/76561199041798930/,lol,Recommended,3.0,830.9 hrs on record,Posted: 20 June
289,76561198279635677,https://steamcommunity.com/profiles/76561198279635677/,"If you want to slaughter millions of african ""people"" then there is no better alternative, until vicky 3 comes out",Recommended,95.0,69.6 hrs on record,Posted: 6 June
290,76561198202756639,https://steamcommunity.com/profiles/76561198202756639/,bonga,Recommended,5.0,780.0 hrs on record,Posted: 28 March
291,76561198268966330,https://steamcommunity.com/profiles/76561198268966330/,"This game feels like doing taxes Edit: tried the game again and discovered that wars are a horrific abomination, i would rather die than ever play this game again. Long story short: the youtubers make this game look amazing but in reality It's an outdated boredom simulator from 2008 that physically hurts to play.",Not Recommended,261.0,9.1 hrs on record,Posted: 18 June
292,76561199157319218,https://steamcommunity.com/profiles/76561199157319218/,not fun i dont reccomend it if u wanna have fun buy dlc,Not Recommended,43.0,188.2 hrs on record,Posted: 17 May
293,76561198436023213,https://steamcommunity.com/profiles/76561198436023213/,penis,Recommended,5.0,134.1 hrs on record,Posted: 20 June
294,76561198225892532,https://steamcommunity.com/profiles/76561198225892532/,Revolt alert noises are like Chinese water torture,Recommended,43.0,181.1 hrs on record,Posted: 16 July
295,76561198283362961,https://steamcommunity.com/profiles/76561198283362961/,I make world economy go boom!,Recommended,24.0,81.5 hrs on record,Posted: 8 June
296,NeptunaNepu,https://steamcommunity.com/id/NeptunaNepu/,"Based on what we hear, Vic3 is going to have everything Vic2 had plus more. So... yay!",Recommended,70.0,344.3 hrs on record,Posted: 21 May
297,76561198021610348,https://steamcommunity.com/profiles/76561198021610348/,"Well i love the concept, played Vic 1, all the Europa's, HOI's and CK 1 &2. Concepts great, execution is poor. Normal pattern for paradox. Won't be buying vic 3, i was learning that way... i had forgotten about paradox almost.",Not Recommended,186.0,307.0 hrs on record,Posted: 15 August
298,brantodb01,https://steamcommunity.com/id/brantodb01/,Why fight wars? That's just killing my factory workers Also if you're not playing modded you're not really playing the game,Recommended,103.0,742.5 hrs on record,Posted: 3 July
299,Sharkron,https://steamcommunity.com/id/Sharkron/,Prussia is yellow,Not Recommended,15.0,1.6 hrs on record,Posted: 17 June
300,76561198065102685,https://steamcommunity.com/profiles/76561198065102685/,most bestest game,Recommended,15.0,326.5 hrs on record,Posted: 14 June
301,76561198431515947,https://steamcommunity.com/profiles/76561198431515947/,Pretty ♥♥♥♥.,Recommended,11.0,215.0 hrs on record,Posted: 2 July
302,76561198377606486,https://steamcommunity.com/profiles/76561198377606486/,VICKY 3 WHEN??????,Recommended,16.0,2.3 hrs on record,Posted: 11 April
303,76561198134215139,https://steamcommunity.com/profiles/76561198134215139/,miracle,Recommended,7.0,28.5 hrs on record,Posted: 23 May
304,76561199016812054,https://steamcommunity.com/profiles/76561199016812054/,i DONT KNOW WHats going on,Recommended,21.0,107.4 hrs on record,Posted: 23 May
305,76561198875330734,https://steamcommunity.com/profiles/76561198875330734/,Product received for free like it,Recommended,28.0,46.2 hrs on record,Posted: 23 May
306,696969696969696969696969669,https://steamcommunity.com/id/696969696969696969696969669/,Poggers,Recommended,7.0,116.4 hrs on record,Posted: 23 May
307,prismarineshard,https://steamcommunity.com/id/prismarineshard/,.,Recommended,1.0,49.7 hrs on record,Posted: 23 May
308,76561199065980712,https://steamcommunity.com/profiles/76561199065980712/,Amazing game,Recommended,11.0,206.5 hrs on record,Posted: 23 May
309,76561197971691838,https://steamcommunity.com/profiles/76561197971691838/,80 thousand troops lost to attrition/10 unparalleled realism!,Recommended,54.0,10.6 hrs on record,Posted: 23 May
310,76561198449038316,https://steamcommunity.com/profiles/76561198449038316/,"Very good game as long as you have all the DLCs and download the historical project mod. Without those, the game is broken.",Recommended,101.0,54.5 hrs on record,Posted: 23 May
311,76561198980439046,https://steamcommunity.com/profiles/76561198980439046/,gud myesmyes iz,Recommended,13.0,118.9 hrs on record,Posted: 23 June
312,cs16mastervip,https://steamcommunity.com/id/cs16mastervip/,chud game,Not Recommended,8.0,0.2 hrs on record,Posted: 16 April
313,76561198353753356,https://steamcommunity.com/profiles/76561198353753356/,yes dude omg poggers,Recommended,17.0,109.8 hrs on record,Posted: 8 April
314,wintermute420,https://steamcommunity.com/id/wintermute420/,VICCY 3 CONFIRMED,Recommended,15.0,2.7 hrs on record,Posted: 21 May
315,76561199171059931,https://steamcommunity.com/profiles/76561199171059931/,ftugtuyh,Recommended,8.0,25.7 hrs on record,Posted: 13 June
316,greenboy99910,https://steamcommunity.com/id/greenboy99910/,"The base game is absolute trash, but once you get the DLC and an overhaul mod (like HPM)... well, I think the over 800 hours of playtime speaks for itself.",Recommended,126.0,"1,228.2 hrs on record",Posted: 25 February
317,pavinggaming,https://steamcommunity.com/id/pavinggaming/,help me the music wont stop,Not Recommended,22.0,6.9 hrs on record,Posted: 5 August
318,LainHex,https://steamcommunity.com/id/LainHex/,Excelente y va a estar mejor VIC III.,Recommended,30.0,209.6 hrs on record,Posted: 22 June
319,76561198160483951,https://steamcommunity.com/profiles/76561198160483951/,"Amazing Game, Great potential. Can't wait for the big number 3",Recommended,52.0,89.4 hrs on record,Posted: 21 June
320,76561198204029940,https://steamcommunity.com/profiles/76561198204029940/,Me when remembering this game: That was fun Me when playing it: AAAAAAAAAAAAAAAAAAAAAAA Me when i hear about vic3: LETS GOOOOOOOOOOOOOO FINALY AAAAAAAAAA,Recommended,131.0,204.2 hrs on record,Posted: 2 April
321,76561199001252938,https://steamcommunity.com/profiles/76561199001252938/,yes good game,Recommended,11.0,59.6 hrs on record,Posted: 17 May
322,76561198153957128,https://steamcommunity.com/profiles/76561198153957128/,ANd then the socailist rose up for the 18th time that year,Recommended,47.0,321.9 hrs on record,Posted: 25 May
323,76561198010628632,https://steamcommunity.com/profiles/76561198010628632/,it's good,Recommended,8.0,231.7 hrs on record,Posted: 22 May
324,76561198029365391,https://steamcommunity.com/profiles/76561198029365391/,Vicky III!!!!!,Recommended,13.0,51.6 hrs on record,Posted: 22 May
325,Frto,https://steamcommunity.com/id/Frto/,VICKY III BABY,Recommended,12.0,31.2 hrs on record,Posted: 22 May
326,76561198054816587,https://steamcommunity.com/profiles/76561198054816587/,ta bien,Recommended,6.0,10.4 hrs on record,Posted: 22 May
327,gigajacquouille,https://steamcommunity.com/id/gigajacquouille/,?,Recommended,1.0,305.6 hrs on record,Posted: 22 May
328,adcxc,https://steamcommunity.com/id/adcxc/,cool,Recommended,4.0,104.7 hrs on record,Posted: 22 May
